chr9	20907205	20952979	Dnmt1	0	-	20907520	20952787	0	39	356,91,281,196,178,167,142,283,129,85,193,219,174,137,205,116,148,98,178,188,152,93,119,110,81,43,65,82,41,85,41,79,32,76,79,211,108,37,272,	0,665,1266,1884,2487,2934,4211,4527,4974,5366,6691,8516,10091,10700,10910,11229,12634,12903,14817,15088,15560,16496,16817,19239,19425,19600,19901,21842,22919,24909,27313,29337,29956,30865,33270,34167,34493,35377,45502,
chr9	20907205	20959888	Dnmt1	0	-	20907520	20941454	0	39	356,91,281,196,178,167,142,283,129,85,193,219,174,137,205,116,148,98,178,188,152,93,119,110,81,43,65,82,41,85,41,79,32,76,76,211,108,37,156,	0,665,1266,1884,2487,2934,4211,4527,4974,5366,6691,8516,10091,10700,10910,11229,12634,12903,14817,15088,15560,16496,16817,19239,19425,19600,19901,21842,22919,24909,27313,29337,29956,30865,33270,34167,34493,35377,52527,
chr9	20907205	20952623	Dnmt1	0	-	20907520	20941454	0	39	356,91,281,196,178,167,142,283,129,85,193,219,174,137,205,116,148,98,178,188,152,93,119,110,81,43,65,82,41,85,41,79,32,76,79,211,108,37,778,	0,665,1266,1884,2487,2934,4211,4527,4974,5366,6691,8516,10091,10700,10910,11229,12634,12903,14817,15088,15560,16496,16817,19239,19425,19600,19901,21842,22919,24909,27313,29337,29956,30865,33270,34167,34493,35377,44640,
chr2	90940396	91019497	Celf1	0	+	90998589	91013365	0	15	245,53,188,83,49,135,80,162,76,129,111,186,144,165,6007,	0,13892,58183,60609,61065,62814,63414,64304,66223,67775,68808,69996,72302,72841,73094,
chr2	90940396	91019497	Celf1	0	+	90998589	91013365	0	14	245,188,83,49,135,80,162,76,129,111,186,144,165,6007,	0,58183,60609,61065,62814,63414,64304,66223,67775,68808,69996,72302,72841,73094,
chr10	127517122	127522444	Shmt2	0	-	127517788	127522320	0	12	794,108,156,100,166,140,123,82,201,80,189,157,	0,902,1102,1348,1669,1998,2266,2507,2848,3215,3795,5165,
chr10	81575286	81590473	Tle2	0	+	81575667	81590332	0	20	405,98,64,45,63,42,184,20,111,45,150,139,161,71,250,248,148,151,77,249,	0,518,949,1311,2342,4970,5197,5608,6358,7126,7450,9316,10926,11571,11805,12266,12587,13522,14133,14938,
chr7	101858330	101870788	Folr1	0	-	101858463	101864086	0	7	414,136,189,170,157,148,180,	0,766,1035,5594,10067,10826,12278,
chr7	101858330	101870788	Folr1	0	-	101858463	101864086	0	7	414,136,189,170,70,161,180,	0,766,1035,5594,10067,10826,12278,
chr7	101858330	101870788	Folr1	0	-	101858463	101864086	0	7	414,136,189,170,70,148,180,	0,766,1035,5594,10067,10826,12278,
chr14	28511404	28525515	Wnt5a	0	+	28511876	28522940	0	5	19,134,251,293,3034,	0,418,1736,6881,11077,
chr12	3807159	3914443	Dnmt3a	0	+	3835197	3907747	0	23	95,234,105,268,44,147,216,159,108,157,150,45,80,113,184,85,146,91,149,86,70,119,6838,	0,27867,42475,58825,65675,66122,88383,88830,89418,89726,90138,90405,92033,92427,92704,93117,94389,95221,95506,96980,98433,99605,100446,
chr6	119432530	119449386	Wnt5b	0	-	119433397	119448215	0	5	1326,293,248,137,170,	0,7751,13804,15605,16686,
chr6	119432530	119467211	Wnt5b	0	-	119433397	119448215	0	5	1326,293,248,137,113,	0,7751,13804,15605,34568,
chr18	34220983	34322190	Apc	0	+	34261022	34318581	0	16	293,153,82,199,109,114,84,105,99,379,96,140,78,117,215,10186,	0,40021,47314,48072,51455,55580,58285,68854,75047,77439,78982,83599,84582,85279,89709,91021,
chr9	120933399	120960507	Ctnnb1	0	+	120950220	120959517	0	15	239,61,228,254,239,202,145,104,339,159,120,151,122,61,1199,	0,16773,17122,17494,17867,18186,19459,21748,21929,22414,23707,24117,24359,25192,25909,
chr7	144929930	144939925	Ccnd1	0	-	144932606	144939693	0	5	2841,149,160,216,430,	0,4085,7363,7956,9565,
chr17	47593466	47599688	Ccnd3	0	+	47593654	47598776	0	5	386,216,160,137,1080,	0,1267,3953,4536,5142,
chr2	152226839	152281851	Csnk2a1	0	+	152250510	152279084	0	13	152,210,112,102,51,60,84,111,102,101,149,87,2883,	0,23562,27370,30538,31101,31836,33919,36343,45788,47253,48558,50107,52129,
chr12	3806979	3914443	Dnmt3a	0	+	3835197	3907747	0	23	141,234,105,268,44,147,216,159,108,157,150,45,80,113,184,85,146,91,149,86,70,119,6838,	0,28047,42655,59005,65855,66302,88563,89010,89598,89906,90318,90585,92213,92607,92884,93297,94569,95401,95686,97160,98613,99785,100626,
chr11	70000625	70010109	Dvl2	0	+	70000832	70009592	0	15	401,70,146,110,136,91,70,140,77,68,129,132,180,219,966,	0,4179,4529,4811,5036,5312,5510,5665,5888,6827,7189,7394,7655,8151,8518,
chr7	101858330	101870788	Folr1	0	-	101858463	101864086	0	7	414,136,189,170,154,148,180,	0,766,1035,5594,10067,10826,12278,
chr7	101839987	101845331	Folr2	0	-	101840174	101843814	0	5	474,136,186,157,128,	0,603,824,3680,5216,
chr19	41829969	41832583	Frat1	0	+	41830167	41830992	0	1	2614,	0,
chr2	107056140	107059651	Fshb	0	-	107057279	107058957	0	3	1370,187,37,	0,2655,3474,
chr7	89404365	89410110	Fzd4	0	+	89404686	89408360	0	2	606,3079,	0,2666,
chr15	39006332	39038190	Fzd6	0	+	39007386	39036554	0	7	157,339,197,1018,149,420,1805,	0,892,19333,24482,27517,28475,30053,
chr1	59482146	59486955	Fzd7	0	+	59482959	59484678	0	1	4809,	0,
chr18	9212855	9216201	Fzd8	0	+	9212919	9214977	0	1	3346,	0,
chr19	3584824	3686564	Lrp5	0	-	3585029	3686442	0	23	467,98,140,237,111,237,126,210,191,209,200,324,185,227,290,217,172,397,132,197,198,397,210,	0,1558,6149,6791,8691,12419,15848,17410,19177,20461,25214,27373,29401,30828,35190,37685,43448,45249,62703,64579,67308,74419,101530,
chr6	134446477	134566913	Lrp6	0	-	134450785	134566697	0	23	4603,98,137,231,111,237,126,210,191,212,203,327,185,227,290,217,172,397,132,197,198,394,271,	0,7072,8219,9577,11180,12754,16058,17917,21031,22165,24211,33031,33898,37736,39166,39977,59718,60808,64678,66745,73918,95174,120165,
chr6	83305703	83317604	Mthfd2	0	-	83306645	83317529	0	8	1106,126,93,108,153,123,185,176,	0,3229,3758,4708,5506,6108,7658,11725,
chr11	78567167	78697425	Nlk	0	-	78568920	78696266	0	11	1808,94,199,87,102,210,86,107,56,130,1617,	0,4303,5065,7673,16155,19701,22137,23715,51107,59409,128641,
chr3	83766320	83774314	Sfrp2	0	+	83766541	83773422	0	3	723,81,1197,	0,3005,6797,
chr11	60788896	60811265	Shmt1	0	-	60789143	60807023	0	12	420,111,117,123,117,213,82,161,116,146,97,362,	0,699,1249,4052,5939,8628,9697,12531,13019,15366,18049,22007,
chr18	34542327	34548061	Wnt8a	0	+	34542368	34547648	0	6	109,34,139,126,143,968,	0,194,516,2454,3174,4766,
chr17	8434422	8442496	T	0	+	8434530	8441869	0	8	314,265,135,62,62,174,130,904,	0,768,1688,2555,2727,4193,5487,7170,
chr11	52252603	52282571	Tcf7	0	-	52253882	52282217	0	10	1359,49,108,163,120,93,91,112,125,18,	0,3654,4136,4345,5080,6249,7927,8909,29518,29950,
chr17	46682990	46705002	Ppp2r5d	0	-	46683988	46704859	0	15	1136,117,73,102,128,171,54,169,131,93,111,200,193,78,170,	0,1270,1515,1674,2311,2528,3063,3272,3568,4043,4259,4455,4846,17078,21842,
chr1	74792018	74804175	Wnt10a	0	+	74792170	74803620	0	4	265,263,380,1053,	0,1344,8514,11104,
chr7	98838844	98854747	Wnt11	0	+	98839107	98853287	0	5	346,236,278,293,1635,	0,7529,8329,11382,14268,
chr3	104944804	104961709	Wnt2b	0	-	104946970	104961472	0	5	2396,265,278,221,413,	0,6207,8110,9819,16492,
chr11	103774174	103818021	Wnt3	0	+	103774268	103812760	0	5	174,242,266,488,1945,	0,33975,37153,38106,41902,
chr11	59248041	59290751	Wnt3a	0	-	59249629	59290647	0	4	2068,266,242,175,	0,8238,27098,42535,
chr4	137277634	137299501	Wnt4	0	+	137277679	137296779	0	5	122,236,132,143,3190,	0,11479,17806,18025,18677,
chr14	28505472	28525515	Wnt5a	0	+	28506108	28522940	0	5	642,134,251,293,3034,	0,6350,7668,12813,17009,
chr6	119432530	119544347	Wnt5b	0	-	119433397	119448215	0	5	1326,293,248,137,367,	0,7751,13804,15605,111450,
chr1	74771891	74785319	Wnt6	0	+	74772145	74784600	0	4	331,221,335,1181,	0,10210,10668,12247,
chr6	91363982	91411369	Wnt7a	0	-	91365848	91411109	0	4	2346,272,227,331,	0,30426,44689,47056,
chr15	85535436	85581821	Wnt7b	0	-	85537388	85581450	0	4	2432,272,227,442,	0,8232,23466,45943,
chr17	26138685	26195811	Axin1	0	+	26142683	26195061	0	11	356,959,141,97,138,518,171,246,108,168,877,	0,3932,34954,43804,45491,49018,49888,51300,53830,55253,56249,
chr19	45363733	45533343	Btrc	0	+	45363838	45527425	0	14	153,78,90,232,187,97,138,119,250,119,111,79,193,4371,	0,92799,107281,139198,143950,148911,149653,150274,152124,153281,155075,155708,163530,165239,
chr6	127125708	127151048	Ccnd2	0	-	127130334	127150773	0	5	4779,149,160,216,467,	0,13394,20314,22955,24873,
chr7	132987010	133123483	Ctbp2	0	-	132988170	133025770	0	11	1341,118,128,131,215,207,145,155,160,104,343,	0,2979,3420,4028,4551,8148,11796,12180,38702,94746,136130,
chr13	92354782	92389053	Dhfr	0	+	92355258	92384803	0	6	562,50,106,127,116,4329,	0,867,3144,10882,13402,29942,
chr19	30545884	30549496	Dkk1	0	-	30547184	30549379	0	4	1554,150,169,363,	0,1678,2893,3249,
chr9	20907205	20952979	Dnmt1	0	-	20907520	20952787	0	39	356,91,281,196,178,167,142,283,129,85,193,219,174,137,205,116,148,98,178,188,152,93,119,110,81,43,65,82,41,85,41,79,32,76,76,211,108,37,272,	0,665,1266,1884,2487,2934,4211,4527,4974,5366,6691,8516,10091,10700,10910,11229,12634,12903,14817,15088,15560,16496,16817,19239,19425,19600,19901,21842,22919,24909,27313,29337,29956,30865,33270,34167,34493,35377,45502,
chr4	155847411	155859303	Dvl1	0	+	155847734	155858366	0	15	493,70,122,104,139,94,70,140,77,68,153,132,168,207,1311,	0,6006,6225,6571,6918,7154,7319,7474,7692,7860,8055,8720,8950,9202,10581,
chr7	144861385	144865243	Fgf4	0	+	144861504	144862941	0	3	447,104,2479,	0,846,1379,
chr19	5447697	5455938	Fosl1	0	+	5447950	5455308	0	4	358,192,108,1047,	0,2462,6715,7194,
chr2	32682608	32694175	Fpgs	0	-	32683058	32694126	0	15	860,67,76,151,90,148,78,103,62,78,115,65,54,129,187,	0,2141,2705,3110,3945,4129,4536,4804,4993,5151,5311,8581,9842,9984,11380,
chr5	135248937	135251047	Fzd9	0	-	135249250	135251029	0	1	2110,	0,
chr16	91621396	91646972	Gart	0	-	91621556	91643101	0	22	352,116,142,131,138,207,153,252,199,110,95,232,169,86,88,126,69,112,175,96,190,89,	0,450,1496,1974,2930,3917,6630,7025,8646,9209,9580,12478,14597,15110,15595,16533,17330,17943,19815,20197,21560,25487,
chr4	20042051	20066111	Ggh	0	+	20042173	20065861	0	9	231,112,51,85,139,107,91,138,372,	0,4151,7740,10612,12012,15885,16087,21947,23688,
chr17	46725663	46729165	Gnmt	0	-	46725799	46729151	0	6	308,122,143,111,128,220,	0,397,605,942,1601,3282,
chr4	95049035	95052222	Jun	0	-	95050266	95051271	0	1	3187,	0,
chr4	148039076	148059562	Mthfr	0	+	148041596	148055588	0	12	56,246,239,111,194,251,135,181,183,102,120,4190,	0,2507,4348,5367,8996,12295,12788,13022,13437,14503,15908,16296,
chr15	61985340	61990361	Myc	0	+	61985921	61989908	0	3	611,772,1016,	0,2166,4005,
chr2	80411969	80447396	Frzb	0	-	80413361	80446840	0	6	1503,64,205,66,48,1034,	0,5923,6342,12629,26525,34393,
chr1	4490927	4496413	Sox17	0	-	4491715	4493406	0	5	1741,367,92,807,123,	0,2172,2844,4208,5363,
chr17	25260510	25274310	Ube2i	0	-	25262427	25269468	0	7	1981,80,110,73,84,77,149,	0,4255,4608,8030,8681,8892,13651,
chr19	44493471	44514273	Wnt8b	0	+	44493549	44512082	0	6	197,34,139,126,143,2737,	0,15326,16070,16952,17760,18065,
chr10	121034003	121100642	Wif1	0	+	121034342	121099879	0	10	487,140,109,141,96,96,96,96,96,885,	0,962,41242,48122,49884,50905,56107,61995,62637,65754,
chr11	115163340	115181178	Slc9a3r1	0	+	115163525	115180509	0	6	611,162,154,41,90,864,	0,13010,13883,15709,16666,16974,
chr5	33247722	33275004	Ctbp1	0	-	33248499	33274818	0	9	964,118,128,131,215,207,145,155,226,	0,1384,1864,2648,3135,11415,13286,19160,27056,
chr8	23411501	23449632	Sfrp1	0	+	23411784	23446488	0	3	827,78,3467,	0,5828,34664,
chr2	34804363	34826235	Fbxw2	0	-	34805710	34823047	0	8	1636,170,87,134,195,510,109,64,	0,2914,4150,6619,8451,18194,21598,21808,
chr19	45578256	45660193	Fbxw4	0	-	45578805	45660029	0	9	669,142,141,66,95,133,186,96,418,	0,864,1396,13472,52608,57478,58006,62169,81519,
chr11	3917079	3932044	Tcn2	0	-	3917647	3931456	0	10	630,116,166,187,173,162,170,193,195,69,	0,2210,4931,6316,6622,7861,8920,10310,14313,14896,
chr2	155059311	155074497	Ahcy	0	-	155060448	155074392	0	10	1269,195,118,88,208,113,150,76,191,133,	0,2837,4468,4677,4842,5502,6225,8011,9516,15053,
chr13	93616890	93637758	Bhmt	0	-	93617475	93637496	0	8	772,229,183,148,192,119,133,295,	0,3191,4503,7923,8406,10356,16345,20573,
chr13	19623174	19632823	Sfrp4	0	+	19623432	19632379	0	6	703,81,66,199,64,645,	0,1853,2019,3931,6891,9004,
chr7	86718975	86775864	Folh1	0	-	86719658	86775759	0	19	873,93,82,265,91,92,68,64,83,120,86,99,94,187,126,102,187,109,226,	0,4300,6433,6907,10098,12750,15116,17473,23195,25395,27136,27809,37962,42725,43941,49160,52727,54222,56663,
chr1	93685693	93695762	Bok	0	+	93686446	93695162	0	5	161,252,129,164,726,	0,724,3463,8366,9343,
chr17	20945453	20965905	Ppp2r1a	0	+	20945505	20965471	0	15	130,91,101,233,148,156,115,71,135,174,61,155,143,92,451,	0,5889,9161,10334,11251,11503,13266,13486,13935,15012,15499,16131,17120,19785,20001,
chrX	8193849	8206525	Porcn	0	-	8194175	8205700	0	13	428,111,86,64,77,101,126,131,182,44,193,169,151,	0,4125,5217,5381,5536,7326,7594,9309,9519,9942,10346,11715,12525,
chr2	90940396	91019497	Celf1	0	+	90987745	91013365	0	15	245,152,188,83,49,135,80,162,76,129,111,186,144,165,2932,	0,47268,58183,60609,61065,62814,63414,64304,66223,67775,68808,69996,72302,72841,76169,
chr15	66891392	66923199	Wisp1	0	+	66891565	66919454	0	5	242,280,261,194,4045,	0,15008,21436,25884,27762,
chr11	52098823	52122749	Ppp2ca	0	+	52099048	52121974	0	7	327,210,174,90,162,119,848,	0,14296,19163,19845,20319,22109,23078,
chr10	81575286	81590845	Tle2	0	+	81575667	81590332	0	21	405,98,64,114,63,75,184,20,111,45,150,139,161,74,250,248,148,151,77,128,289,	0,518,949,1242,2342,4970,5197,5608,6358,7126,7450,9316,10926,11568,11805,12266,12587,13522,14133,14938,15270,
chr16	38089000	38246079	Gsk3b	0	+	38090525	38240569	0	11	1613,194,84,111,131,107,98,96,187,99,5578,	0,55259,81663,95434,98810,102527,104896,118994,130971,139677,151501,
chr11	102604430	102608058	Fzd2	0	+	102604731	102606444	0	1	3628,	0,
chr15	98789856	98793830	Wnt1	0	+	98790188	98792904	0	4	436,254,266,1415,	0,1007,1835,2559,
chr5	30058199	30073625	Tyms	0	-	30060995	30073547	0	7	2934,72,176,102,175,74,265,	0,3768,5036,5885,10266,13434,15161,
chr6	29768442	29912310	Ahcyl2	0	+	29768537	29909046	0	17	464,112,144,101,103,95,107,117,64,89,71,95,99,69,79,121,3271,	0,94697,102125,102743,110086,112106,115180,117675,122238,122758,126376,127879,134746,138065,138238,139904,140597,
chr5	4753838	4758216	Fzd1	0	-	4755651	4757580	0	1	4378,	0,
chr14	65192440	65262463	Fzd3	0	-	65202718	65253132	0	7	10492,234,149,1018,197,520,132,	0,17251,19634,42473,47277,60503,69891,
chr1	64730557	64737750	Fzd5	0	-	64734842	64736600	0	2	6296,618,	0,6575,
chr4	149518240	149566437	Ctnnbip1	0	+	149545735	149564263	0	5	139,85,121,91,2233,	0,21588,27470,28161,45964,
chrX	8193849	8206525	Porcn	0	-	8194175	8205700	0	15	428,111,86,64,77,101,126,15,18,131,182,44,193,169,151,	0,4125,5217,5381,5536,7326,7594,7808,9176,9309,9519,9942,10346,11715,12525,
chr6	17988939	18030445	Wnt2	0	-	17989813	18030287	0	5	1104,265,278,227,241,	0,19644,34121,38984,41265,
chr1	71557155	71579403	Atic	0	+	71557255	71578671	0	16	119,127,77,67,89,152,157,126,108,86,90,129,93,183,156,852,	0,341,2070,3733,6603,7250,7655,10658,11807,12684,13684,15752,18885,19461,20630,21396,
chr8	116981827	116993449	Gcsh	0	-	116982628	116993426	0	5	899,132,64,80,162,	0,1980,5485,7296,11460,
chr11	78465700	78471945	Slc46a1	0	+	78465777	78471428	0	5	305,853,84,157,575,	0,650,2924,4994,5670,
chr9	89211189	89240225	Mthfs	0	+	89211194	89240074	0	3	122,262,384,	0,4019,28652,
chr8	88521343	88594887	Nkd1	0	+	88521506	88592152	0	10	188,33,134,67,107,96,148,85,128,3328,	0,303,943,52854,61859,63810,67810,68384,69379,70216,
chr6	90550847	90599171	Aldh1l1	0	+	90557224	90598942	0	23	123,150,235,166,102,90,138,126,92,148,120,128,151,71,106,88,94,100,99,166,106,200,285,	0,6354,8394,8978,11771,12517,13498,15791,18625,18945,19936,21019,25780,26937,29628,32325,38489,39890,40953,43635,46020,47338,48039,
chr11	120961740	120991333	Csnk1d	0	-	120964977	120991010	0	10	2166,63,140,172,149,171,229,149,111,399,	0,3207,6254,7282,9826,10636,11225,12080,21492,29194,
chr9	72925649	72946015	Pygo1	0	+	72925911	72945786	0	3	311,86,1348,	0,17270,19018,
chr10	127517122	127522444	Shmt2	0	-	127517788	127522320	0	12	794,108,156,100,166,140,123,82,201,80,198,157,	0,902,1102,1348,1669,1998,2266,2507,2848,3215,3795,5165,
chr13	93674435	93752823	Dmgdh	0	+	93674446	93752465	0	16	97,169,99,165,205,249,199,170,154,166,131,218,158,60,135,604,	0,2599,12492,14089,17436,29351,32195,34237,34746,36857,37610,41022,43119,46123,69857,77784,
chr16	22009483	22049269	Senp2	0	+	22009641	22046695	0	17	259,59,134,67,91,169,101,95,52,61,177,132,204,80,85,96,2637,	0,2010,4640,6715,8853,14156,17155,18485,19057,22620,26986,29053,30956,31838,33486,34729,37149,
chr1	83012522	83038448	Slc19a3	0	-	83013818	83026378	0	7	1467,142,193,808,155,130,79,	0,2180,6809,9811,13703,15490,25847,
chr9	40801272	40805199	Hspa8	0	+	40801922	40805117	0	9	76,210,206,153,556,203,199,233,268,	0,645,1145,1466,1701,2467,2892,3190,3659,
chr10	77033211	77050432	Slc19a1	0	+	77038396	77049806	0	6	136,230,754,193,142,893,	0,5138,8604,9570,11549,16328,
chr11	5191552	5261610	Kremen1	0	-	5194952	5261525	0	9	3569,85,210,333,154,125,92,163,176,	0,6757,7949,10144,18386,23854,46858,52222,69882,
chr6	22288226	22298522	Wnt16	0	+	22288506	22298231	0	4	375,248,287,756,	0,554,2691,9540,
chr10	95515161	95545658	Ube2n	0	+	95515207	95542312	0	4	76,247,141,3387,	0,26043,26476,27110,
chr10	76575647	76590338	Ftcd	0	+	76575705	76589312	0	14	112,184,129,89,180,138,132,62,130,162,44,139,96,1113,	0,853,2354,4135,4342,5647,5855,8163,8522,8884,11485,11653,12422,13578,
chr8	123653928	123663880	Rhou	0	+	123653945	123661316	0	3	288,59,3020,	0,1563,6932,
chr11	40679313	40692682	Mat2b	0	-	40680023	40692540	0	7	881,114,194,153,115,195,205,	0,1342,3150,5368,5913,8287,13164,
chr2	27188392	27247303	Sardh	0	-	27189518	27244502	0	21	1252,136,169,163,94,148,114,139,114,84,142,91,87,130,105,101,124,180,179,355,651,	0,3486,8256,9136,22618,26645,30405,32250,36576,38684,39851,42045,42378,45898,47085,50974,51222,52993,54309,55776,58260,
chr12	76255231	76319820	Mthfd1	0	+	76255503	76317696	0	28	313,85,60,54,137,101,137,112,128,98,174,137,47,108,75,103,77,141,69,112,140,42,101,178,108,153,94,240,	0,15186,24172,24925,25148,25397,27656,28700,33649,34199,34453,35749,38159,38908,39123,42250,45156,46026,47727,48402,48610,51990,55677,56574,59169,59717,62375,64349,
chr11	120961740	120991333	Csnk1d	0	-	120963855	120991010	0	9	2166,140,172,149,171,229,149,111,399,	0,6254,7282,9826,10636,11225,12080,21492,29194,
chr11	59306929	59333552	Wnt9a	0	+	59306972	59331375	0	4	138,257,263,2660,	0,20634,21572,23963,
